id,listing_url,name,room_type,minimum_nights,host_id,price,created_at,updated_at
38994025,https://www.airbnb.com/rooms/38994025,Luxury modern loft close to water,Entire home/apt,14,19520560,$140.00 ,2025-01-18T15:10:56Z,2025-01-18T15:10:56Z
45501555,https://www.airbnb.com/rooms/45501555,"Sunny, Quiet Studio Loft in Prenzlauerberg",Entire home/apt,1,28274520,$85.00 ,2025-01-18T15:08:20Z,2025-01-18T15:08:20Z
52332750,https://www.airbnb.com/rooms/52332750,Bright and spacious apartment in Friedrichshain,Entire home/apt,2,41053818,$80.00 ,2025-01-18T14:54:35Z,2025-01-18T14:54:35Z
51963334,https://www.airbnb.com/rooms/51963334,Super Saver Studio 20N · Super Saver Studio 20N · Günstiger Start in Berlin: Super Saver Studio,Entire home/apt,20,71613847,$48.00 ,2025-01-18T14:53:02Z,2025-01-18T14:53:02Z
44566079,https://www.airbnb.com/rooms/44566079,"Modernes 2,5 Zimmer Erdgeschoss-Apartment-Neubau",Entire home/apt,29,8912086,$99.00 ,2025-01-18T14:44:34Z,2025-01-18T14:44:34Z
52819429,https://www.airbnb.com/rooms/52819429,FAMILY@Mauerpark +SelfCheckIn +Street Parking,Entire home/apt,1,125847915,$106.00 ,2025-01-18T14:43:33Z,2025-01-18T14:43:33Z
19479221,https://www.airbnb.com/rooms/19479221,Private Room,Private room,2,2877982,$59.00 ,2025-01-18T14:06:11Z,2025-01-18T14:06:11Z
20081217,https://www.airbnb.com/rooms/20081217,Schniekes Zimmer im Rigaerkiez!,Private room,3,21547435,$32.00 ,2025-01-18T13:58:53Z,2025-01-18T13:58:53Z
27011860,https://www.airbnb.com/rooms/27011860,LOFT HOTEL BIG MAMA,Private room,1,84251083,$131.00 ,2025-01-18T13:42:42Z,2025-01-18T13:42:42Z
40819056,https://www.airbnb.com/rooms/40819056,Clean and nice flat in Neukölln / myabachufer,Shared room,1,214951099,$50.00 ,2025-01-18T13:19:03Z,2025-01-18T13:19:03Z
37548979,https://www.airbnb.com/rooms/37548979,Charming flat next to Gesundbrunnen,Entire home/apt,14,53158363,$65.00 ,2025-01-18T13:12:45Z,2025-01-18T13:12:45Z
14173499,https://www.airbnb.com/rooms/14173499,Grüne Stadtoase kinderfreundlich 45qm/700qm Garten,Entire home/apt,7,45160095,$110.00 ,2025-01-18T12:53:41Z,2025-01-18T12:53:41Z
42547533,https://www.airbnb.com/rooms/42547533,Friedrichshain Penthouse Apartment,Private room,5,22002533,$100.00 ,2025-01-18T12:41:42Z,2025-01-18T12:41:42Z
2192027,https://www.airbnb.com/rooms/2192027,Temporary Living - Loftstyle Studio Apartment,Entire home/apt,180,1581,$40.00 ,2025-01-18T12:37:38Z,2025-01-18T12:37:38Z
27448772,https://www.airbnb.com/rooms/27448772,our home in Berlin,Entire home/apt,1,206843996,$100.00 ,2025-01-18T12:25:15Z,2025-01-18T12:25:15Z
20870208,https://www.airbnb.com/rooms/20870208,"Big room close to Alexanderplatz,Berlin mitte",Private room,1,125905477,$23.00 ,2025-01-18T12:23:56Z,2025-01-18T12:23:56Z
3564551,https://www.airbnb.com/rooms/3564551,Zentrale Wohnung in Berlin Wedding,Entire home/apt,1,10867269,$65.00 ,2025-01-18T12:04:53Z,2025-01-18T12:04:53Z
29027417,https://www.airbnb.com/rooms/29027417,A CITY WHERE PAST MEETS PRESENT AT EVERY CORNER,Entire home/apt,2,218761980,$84.00 ,2025-01-18T11:49:25Z,2025-01-18T11:49:25Z
37322274,https://www.airbnb.com/rooms/37322274,Cozy bedroom in the heart of hip Neukolln,Private room,2,73542338,$45.00 ,2025-01-18T11:47:34Z,2025-01-18T11:47:34Z
9878743,https://www.airbnb.com/rooms/9878743,Maisonette apartment in Kreuzberg,Entire home/apt,14,20073156,$50.00 ,2025-01-18T11:43:07Z,2025-01-18T11:43:07Z
32324771,https://www.airbnb.com/rooms/32324771,Spacious Premium Condo at Potsdamer Platz  !,Entire home/apt,1,156046558,$150.00 ,2025-01-18T11:35:18Z,2025-01-18T11:35:18Z
30416233,https://www.airbnb.com/rooms/30416233,Sweet Home Away - Outstanding Location,Private room,1,23538739,$80.00 ,2025-01-18T11:22:24Z,2025-01-18T11:22:24Z
7911896,https://www.airbnb.com/rooms/7911896,Beautiful Studio in Central Berlin,Entire home/apt,5,9704111,$35.00 ,2025-01-18T11:09:29Z,2025-01-18T11:09:29Z
29375871,https://www.airbnb.com/rooms/29375871,Gemütliche helle Wohnung im Herzen Neuköllns,Entire home/apt,2,221307440,$100.00 ,2025-01-18T10:45:55Z,2025-01-18T10:45:55Z
42874318,https://www.airbnb.com/rooms/42874318,"Cozy, central room! Mitte/Kreuzberg",Private room,2,341396019,$40.00 ,2025-01-18T10:43:18Z,2025-01-18T10:43:18Z
20109071,https://www.airbnb.com/rooms/20109071,"Awesome home in Berlin with Sauna, WiFi and 4 Bedrooms",Entire home/apt,28,141539959,$131.00 ,2025-01-18T10:34:49Z,2025-01-18T10:34:49Z
4385494,https://www.airbnb.com/rooms/4385494,once upon a time,Entire home/apt,5,22767895,$141.00 ,2025-01-18T10:34:30Z,2025-01-18T10:34:30Z
24058328,https://www.airbnb.com/rooms/24058328,*Nice and cosy room in flatshare in Kreuzberg*,Private room,6,31452730,$25.00 ,2025-01-18T10:33:22Z,2025-01-18T10:33:22Z
20024345,https://www.airbnb.com/rooms/20024345,Beautiful flat in Richardkiez | Berlin - Neukölln,Entire home/apt,2,46359595,$73.00 ,2025-01-18T10:22:47Z,2025-01-18T10:22:47Z
9936085,https://www.airbnb.com/rooms/9936085,Kreuzberg - super central,Private room,1,51069713,$50.00 ,2025-01-18T10:16:38Z,2025-01-18T10:16:38Z
52656583,https://www.airbnb.com/rooms/52656583,Cozy Room in Neukölln Reuterkiez,Private room,3,19587639,$31.00 ,2025-01-18T10:16:10Z,2025-01-18T10:16:10Z
6001029,https://www.airbnb.com/rooms/6001029,Schöne Wohnung in Kreuzberg,Entire home/apt,1,9699051,$55.00 ,2025-01-18T09:55:04Z,2025-01-18T09:55:04Z
20282908,https://www.airbnb.com/rooms/20282908,Beautiful Room In The Heart Of Kreuzberg,Private room,1,48872858,$30.00 ,2025-01-18T09:43:04Z,2025-01-18T09:43:04Z
20294937,https://www.airbnb.com/rooms/20294937,Ruhiges Zimmer in Mitte/Moabit,Private room,2,144775899,$39.00 ,2025-01-18T09:34:11Z,2025-01-18T09:34:11Z
42828834,https://www.airbnb.com/rooms/42828834,10 Minuten zum Checkpoint Charlie.,Entire home/apt,5,174735694,$75.00 ,2025-01-18T09:32:25Z,2025-01-18T09:32:25Z
50391109,https://www.airbnb.com/rooms/50391109,Komfort Doppelzimmer,Private room,1,407066591,$151.00 ,2025-01-18T09:26:53Z,2025-01-18T09:26:53Z
45264026,https://www.airbnb.com/rooms/45264026,Moderne Neubauwohnung im Herzen von Friedrichshain,Entire home/apt,2,93328001,$68.00 ,2025-01-18T09:12:11Z,2025-01-18T09:12:11Z
45844997,https://www.airbnb.com/rooms/45844997,The warmest home for your (creative) stay in town,Private room,4,259262897,$33.00 ,2025-01-18T09:10:59Z,2025-01-18T09:10:59Z
11749393,https://www.airbnb.com/rooms/11749393,Easter in the centre of Berlin,Entire home/apt,2,18084560,$95.00 ,2025-01-18T08:38:27Z,2025-01-18T08:38:27Z
10128323,https://www.airbnb.com/rooms/10128323,Togostrasse,Entire home/apt,1,6923662,$35.00 ,2025-01-18T08:36:33Z,2025-01-18T08:36:33Z
52348016,https://www.airbnb.com/rooms/52348016,Zentrale Design-Altbauwohnung mit Kamin &Terrasse,Entire home/apt,2,207473068,$84.00 ,2025-01-18T08:36:10Z,2025-01-18T08:36:10Z
21332140,https://www.airbnb.com/rooms/21332140,Eigene Wohnung im Hinterhof mit Terasse,Private room,2,154388151,$54.00 ,2025-01-18T08:35:54Z,2025-01-18T08:35:54Z
39834698,https://www.airbnb.com/rooms/39834698,Hip Berliner Kiez Room 1,Private room,1,18241865,$40.00 ,2025-01-18T08:28:47Z,2025-01-18T08:28:47Z
48733327,https://www.airbnb.com/rooms/48733327,Brutalistischer Space zum Wohlfühlen,Entire home/apt,1,11896083,$500.00 ,2025-01-18T07:53:31Z,2025-01-18T07:53:31Z
22494396,https://www.airbnb.com/rooms/22494396,Bedroom,Private room,3,101520347,$35.00 ,2025-01-18T06:56:50Z,2025-01-18T06:56:50Z
36241217,https://www.airbnb.com/rooms/36241217,Room in Berlin center,Private room,1,259317360,$400.00 ,2025-01-18T06:51:21Z,2025-01-18T06:51:21Z
44456630,https://www.airbnb.com/rooms/44456630,Lovely apartment in the heart of Kreuzberg,Entire home/apt,2,22582175,$80.00 ,2025-01-18T06:49:02Z,2025-01-18T06:49:02Z
9232303,https://www.airbnb.com/rooms/9232303,large one bedroom studio,Entire home/apt,1,1174550,$46.00 ,2025-01-18T06:33:16Z,2025-01-18T06:33:16Z
8808663,https://www.airbnb.com/rooms/8808663,apartamento luminoso y centrico,Entire home/apt,30,46149557,$74.00 ,2025-01-18T06:04:10Z,2025-01-18T06:04:10Z
28682954,https://www.airbnb.com/rooms/28682954,Schönes und ruhiges Zimmer in Steglitz,Private room,1,216394478,$55.00 ,2025-01-18T05:59:08Z,2025-01-18T05:59:08Z
32711241,https://www.airbnb.com/rooms/32711241,Wohnung 65qm am Ostkreuz Friedrichshain,Entire home/apt,20,74744455,$30.00 ,2025-01-18T05:44:00Z,2025-01-18T05:44:00Z
7606896,https://www.airbnb.com/rooms/7606896,Helles schönes privates Zimmer WG,Private room,7,39895198,$35.00 ,2025-01-18T05:38:50Z,2025-01-18T05:38:50Z
22203325,https://www.airbnb.com/rooms/22203325,Cosy room in nice neighborhood,Private room,6,67060786,$14.00 ,2025-01-18T05:29:20Z,2025-01-18T05:29:20Z
7486826,https://www.airbnb.com/rooms/7486826,3-Zimmer Altbauwohnung in Kreuzberg,Entire home/apt,1,21353180,$80.00 ,2025-01-18T05:17:21Z,2025-01-18T05:17:21Z
38588253,https://www.airbnb.com/rooms/38588253,Berlin Townhouse -  zwischen Großstadt und Natur,Entire home/apt,2,5882316,$140.00 ,2025-01-18T04:37:19Z,2025-01-18T04:37:19Z
20421853,https://www.airbnb.com/rooms/20421853,cosy room  beautiful location near metro station,Private room,1,145677064,$16.00 ,2025-01-18T04:12:56Z,2025-01-18T04:12:56Z
13791138,https://www.airbnb.com/rooms/13791138,1 Room Apartment Berlin Lichtenberg,Entire home/apt,1,49469944,$60.00 ,2025-01-18T03:59:43Z,2025-01-18T03:59:43Z
6947885,https://www.airbnb.com/rooms/6947885,Cozy studio near the lake.,Entire home/apt,1,5129180,$50.00 ,2025-01-18T03:56:40Z,2025-01-18T03:56:40Z
22725803,https://www.airbnb.com/rooms/22725803,Gemütliches Zimmer im Prenzlauer Berg,Private room,10,41906597,$15.00 ,2025-01-18T03:44:16Z,2025-01-18T03:44:16Z
32483112,https://www.airbnb.com/rooms/32483112,"Sunny, warm, cosy and close to party districts !",Private room,1,244058292,$24.00 ,2025-01-18T03:34:40Z,2025-01-18T03:34:40Z
20672004,https://www.airbnb.com/rooms/20672004,Calm and zen place in the heart of Berlin Mitte,Entire home/apt,1,14882027,$119.00 ,2025-01-18T03:31:29Z,2025-01-18T03:31:29Z
40403330,https://www.airbnb.com/rooms/40403330,Friedrichshain - amazing location,Private room,6,129636132,$28.00 ,2025-01-18T03:25:30Z,2025-01-18T03:25:30Z
40652059,https://www.airbnb.com/rooms/40652059,Sauber machen,Private room,30,315280811,$40.00 ,2025-01-18T03:04:50Z,2025-01-18T03:04:50Z
41396035,https://www.airbnb.com/rooms/41396035,Cozy room in the heart of Rixdorf Neukölln,Private room,2,39032040,$28.00 ,2025-01-18T03:02:39Z,2025-01-18T03:02:39Z
50906824,https://www.airbnb.com/rooms/50906824,Doppelzimmer mit Aufbettungsmöglichkeit,Private room,1,174923505,$74.00 ,2025-01-18T03:01:36Z,2025-01-18T03:01:36Z
21609334,https://www.airbnb.com/rooms/21609334,Gemütliche Wohnung in Berlin-Friedrichshain,Shared room,5,14012917,$25.00 ,2025-01-18T02:37:48Z,2025-01-18T02:37:48Z
40450568,https://www.airbnb.com/rooms/40450568,Gemütliche 1 Zimmer Wohnung im Herzen von Neukölln,Entire home/apt,3,105148945,$72.00 ,2025-01-18T02:10:13Z,2025-01-18T02:10:13Z
11348253,https://www.airbnb.com/rooms/11348253,Comfortable room at Berlin center Alexanderplatz,Private room,3,59426366,$35.00 ,2025-01-18T02:03:38Z,2025-01-18T02:03:38Z
52786258,https://www.airbnb.com/rooms/52786258,Apartment 7 minutes walk to Berlin Central Station,Entire home/apt,1,143456084,$80.00 ,2025-01-18T02:02:47Z,2025-01-18T02:02:47Z
45792255,https://www.airbnb.com/rooms/45792255,Charmanter VW Bus mit Heckküche & Schlafambiente,Entire home/apt,84,32916140,$90.00 ,2025-01-18T01:58:21Z,2025-01-18T01:58:21Z
44025567,https://www.airbnb.com/rooms/44025567,Ein gemütliches Vierbettzimmer im Hotel Bellevue,Private room,1,135765867,$95.00 ,2025-01-18T01:09:02Z,2025-01-18T01:09:02Z
9501847,https://www.airbnb.com/rooms/9501847,Cozy sunny room in Alt-Tempelhof,Private room,7,25449632,$23.00 ,2025-01-18T00:59:46Z,2025-01-18T00:59:46Z
52386640,https://www.airbnb.com/rooms/52386640,New loft 4 bedrooms with fireplace at Mitte,Entire home/apt,3,70168685,$245.00 ,2025-01-18T00:41:32Z,2025-01-18T00:41:32Z
7595499,https://www.airbnb.com/rooms/7595499,25qm room in the heart of neukölln,Private room,1,39830360,$16.00 ,2025-01-18T00:30:22Z,2025-01-18T00:30:22Z
9914902,https://www.airbnb.com/rooms/9914902,Rooms Center Berlin Alexaanderplatz,Private room,4,50976411,$45.00 ,2025-01-18T00:29:09Z,2025-01-18T00:29:09Z
46849515,https://www.airbnb.com/rooms/46849515,Schönes Zimmer in 3er-WG im Friedrichshain,Private room,14,251703986,$22.00 ,2025-01-18T00:00:33Z,2025-01-18T00:00:33Z
22820006,https://www.airbnb.com/rooms/22820006,Gemütliches Studio Apartment zentral gelegen,Entire home/apt,60,8912086,$69.00 ,2025-01-17T23:24:32Z,2025-01-17T23:24:32Z
12641723,https://www.airbnb.com/rooms/12641723,Beautiful flat with amazing view!,Entire home/apt,1,68656621,$50.00 ,2025-01-17T23:20:34Z,2025-01-17T23:20:34Z
41359244,https://www.airbnb.com/rooms/41359244,Berlin Zentrum näher Potsdamer Platz,Private room,2,157216702,$45.00 ,2025-01-17T23:11:34Z,2025-01-17T23:11:34Z
47774975,https://www.airbnb.com/rooms/47774975,Ferienhaus für 6 Gäste mit 130m² in Berlin (145060),Entire home/apt,1,238028559,$183.00 ,2025-01-17T23:09:33Z,2025-01-17T23:09:33Z
24082136,https://www.airbnb.com/rooms/24082136,Ruhiges Zimmer in Friedrichshain mit süßen Katzen,Private room,2,35851817,$29.00 ,2025-01-17T23:00:42Z,2025-01-17T23:00:42Z
31009295,https://www.airbnb.com/rooms/31009295,Schöne 3-Zimmer Wohnung im Bergmannkiez,Entire home/apt,13,3667840,$160.00 ,2025-01-17T22:50:43Z,2025-01-17T22:50:43Z
45523658,https://www.airbnb.com/rooms/45523658,Cozy room next to Boxhagener Platz,Private room,2,16657917,$26.00 ,2025-01-17T22:47:46Z,2025-01-17T22:47:46Z
43734084,https://www.airbnb.com/rooms/43734084,LY73M021,Entire home/apt,60,82142678,$60.00 ,2025-01-17T22:32:36Z,2025-01-17T22:32:36Z
5218671,https://www.airbnb.com/rooms/5218671,Gemütliches Zimmer in 2er-WG,Private room,7,27000163,$30.00 ,2025-01-17T22:15:08Z,2025-01-17T22:15:08Z
45184274,https://www.airbnb.com/rooms/45184274,Schöne große Altbauwohnung in Friedrichshain,Entire home/apt,30,331152448,$110.00 ,2025-01-17T22:12:46Z,2025-01-17T22:12:46Z
7671703,https://www.airbnb.com/rooms/7671703,beautiful one-single-room apartment,Entire home/apt,3,40281005,$35.00 ,2025-01-17T21:53:45Z,2025-01-17T21:53:45Z
41208037,https://www.airbnb.com/rooms/41208037,Luxury Apartment next to Soho House,Entire home/apt,7,11726509,$95.00 ,2025-01-17T21:52:26Z,2025-01-17T21:52:26Z
13692216,https://www.airbnb.com/rooms/13692216,Spacious flat in between Mitte & Friedrichshain,Private room,1,5411484,$52.00 ,2025-01-17T21:31:20Z,2025-01-17T21:31:20Z
52022030,https://www.airbnb.com/rooms/52022030,THE DUDE by Charly - Roomy Double room,Entire home/apt,1,421235453,$208.00 ,2025-01-17T21:21:07Z,2025-01-17T21:21:07Z
21402515,https://www.airbnb.com/rooms/21402515,Whole Appartment in Berlin.,Entire home/apt,2,49971189,$39.00 ,2025-01-17T21:12:58Z,2025-01-17T21:12:58Z
49037234,https://www.airbnb.com/rooms/49037234,Urban spacious hotel room for 4 central to Subway,Private room,14,108025548,$66.00 ,2025-01-17T21:07:12Z,2025-01-17T21:07:12Z
50860768,https://www.airbnb.com/rooms/50860768,Doppelzimmer mit Boxspringbett 200x200 cm,Private room,1,174923505,$77.00 ,2025-01-17T20:41:38Z,2025-01-17T20:41:38Z
42735255,https://www.airbnb.com/rooms/42735255,Ferienwohnung/App. für 4 Gäste mit 70m² in Berlin (20214),Entire home/apt,1,238029336,$126.00 ,2025-01-17T20:40:22Z,2025-01-17T20:40:22Z
7346952,https://www.airbnb.com/rooms/7346952,Großes und helles Zimmer in 3er-WG,Private room,7,3920003,$20.00 ,2025-01-17T20:21:36Z,2025-01-17T20:21:36Z
776069,https://www.airbnb.com/rooms/776069,Near Brandenburger Gate/Reichstag,Entire home/apt,120,2685171,$120.00 ,2025-01-17T19:49:23Z,2025-01-17T19:49:23Z
7507974,https://www.airbnb.com/rooms/7507974,Antons Zimmer,Private room,1,39332038,$22.00 ,2025-01-17T19:41:10Z,2025-01-17T19:41:10Z
46085840,https://www.airbnb.com/rooms/46085840,Standard Doppelzimmer in Schöneberg,Private room,1,373476835,$113.00 ,2025-01-17T19:36:34Z,2025-01-17T19:36:34Z
42924068,https://www.airbnb.com/rooms/42924068,"2-Raum Penthouse ""Bird's Nest"", 59 qm",Entire home/apt,15,210700814,$230.00 ,2025-01-17T19:36:02Z,2025-01-17T19:36:02Z
50547610,https://www.airbnb.com/rooms/50547610,Cozy room in lively neighborhood,Private room,7,38901699,$30.00 ,2025-01-17T19:35:18Z,2025-01-17T19:35:18Z
19410584,https://www.airbnb.com/rooms/19410584,Luxus Wohnen auf Zeit in Berlin City West,Entire home/apt,89,26692001,$30.00 ,2025-01-17T19:31:14Z,2025-01-17T19:31:14Z
39501661,https://www.airbnb.com/rooms/39501661,Big and Cozy room in Lichtenberg,Private room,18,46716635,$28.00 ,2025-01-17T19:27:16Z,2025-01-17T19:27:16Z
9108801,https://www.airbnb.com/rooms/9108801,Quite in a Cool Street in Neukolln,Entire home/apt,15,12469994,$32.00 ,2025-01-17T18:57:22Z,2025-01-17T18:57:22Z
7220995,https://www.airbnb.com/rooms/7220995,Cosy flat near Mauerpark,Entire home/apt,20,37802104,$40.00 ,2025-01-17T18:42:39Z,2025-01-17T18:42:39Z
51679037,https://www.airbnb.com/rooms/51679037,Lovely 1-bed apartment in Neukolln,Entire home/apt,2,41472652,$45.00 ,2025-01-17T18:40:51Z,2025-01-17T18:40:51Z
9378741,https://www.airbnb.com/rooms/9378741,Studio Berlin Charlottenburg,Entire home/apt,4,48658819,$28.00 ,2025-01-17T18:40:34Z,2025-01-17T18:40:34Z
8823996,https://www.airbnb.com/rooms/8823996,Big and luxury Room in Berlin,Private room,1,43770352,$40.00 ,2025-01-17T18:34:19Z,2025-01-17T18:34:19Z
43575461,https://www.airbnb.com/rooms/43575461,4-Zimmer-Wohnung im Szenebezirk Friedrichshain,Entire home/apt,7,34006291,$75.00 ,2025-01-17T18:32:33Z,2025-01-17T18:32:33Z
44782205,https://www.airbnb.com/rooms/44782205,Sunset at Templehof,Private room,30,4594271,$23.00 ,2025-01-17T18:13:30Z,2025-01-17T18:13:30Z
52644407,https://www.airbnb.com/rooms/52644407,THE DUDE by Charly - Cosy+ Double Room,Entire home/apt,1,421235453,$148.00 ,2025-01-17T18:06:42Z,2025-01-17T18:06:42Z
21034405,https://www.airbnb.com/rooms/21034405,Cozy Apartment in the Center of Berlin,Entire home/apt,1,151496165,$60.00 ,2025-01-17T17:54:22Z,2025-01-17T17:54:22Z
20754680,https://www.airbnb.com/rooms/20754680,Cosy & stylish room in quite and peaceful building,Private room,5,41812675,$15.00 ,2025-01-17T17:40:58Z,2025-01-17T17:40:58Z
5086863,https://www.airbnb.com/rooms/5086863,"Homely, big & sunny in the center",Entire home/apt,21,4687616,$65.00 ,2025-01-17T16:49:46Z,2025-01-17T16:49:46Z
52275607,https://www.airbnb.com/rooms/52275607,Top floor sunny studio apartment - Beautiful view.,Entire home/apt,4,47795570,$89.00 ,2025-01-17T16:33:14Z,2025-01-17T16:33:14Z
40481738,https://www.airbnb.com/rooms/40481738,Hell und groß im Herzen Neuköllns mit Balkon,Private room,7,10697413,$28.00 ,2025-01-17T16:27:41Z,2025-01-17T16:27:41Z
12561585,https://www.airbnb.com/rooms/12561585,Very nice flat with balcony,Entire home/apt,1,68094397,$110.00 ,2025-01-17T16:24:08Z,2025-01-17T16:24:08Z
21436573,https://www.airbnb.com/rooms/21436573,"Grosszüge, Maisonette Wohnung in Berlin Neukölln",Entire home/apt,5,154459928,$85.00 ,2025-01-17T15:59:36Z,2025-01-17T15:59:36Z
40904143,https://www.airbnb.com/rooms/40904143,Schöne 1 Zimmer Wohnung im Simon Dach Kiez,Entire home/apt,2,101316322,$60.00 ,2025-01-17T15:58:55Z,2025-01-17T15:58:55Z
13920808,https://www.airbnb.com/rooms/13920808,Spacious Cozy Room Close To City Center,Private room,4,38783931,$46.00 ,2025-01-17T15:44:42Z,2025-01-17T15:44:42Z
48840032,https://www.airbnb.com/rooms/48840032,Komfortables Apartment mit 150m2,Entire home/apt,2,3003519,$414.00 ,2025-01-17T15:25:25Z,2025-01-17T15:25:25Z
37509937,https://www.airbnb.com/rooms/37509937,Comfortable 2-room apartment in Friedrichshain,Entire home/apt,180,178514024,$49.00 ,2025-01-17T14:41:15Z,2025-01-17T14:41:15Z
21037592,https://www.airbnb.com/rooms/21037592,Liebevolles Zuhause statt langweiligem Hotel,Entire home/apt,1,143939464,$40.00 ,2025-01-17T14:31:13Z,2025-01-17T14:31:13Z
11391873,https://www.airbnb.com/rooms/11391873,Helles Balkonzimmer in Schöneberg,Private room,0,57241645,$25.00 ,2025-01-17T13:42:37Z,2025-01-17T13:42:37Z
50646321,https://www.airbnb.com/rooms/50646321,Central Falt in Prenzlauerberg,Entire home/apt,60,192200150,$47.00 ,2025-01-17T13:34:12Z,2025-01-17T13:34:12Z
24308923,https://www.airbnb.com/rooms/24308923,Schönes gemütliches WG-Zimmer,Private room,2,31643602,$30.00 ,2025-01-17T13:32:51Z,2025-01-17T13:32:51Z
1694698,https://www.airbnb.com/rooms/1694698,A home away from home in Berlin,Entire home/apt,1,8950990,$189.00 ,2025-01-17T13:30:19Z,2025-01-17T13:30:19Z
49121163,https://www.airbnb.com/rooms/49121163,Modern styled apartment Charlottenburg,Entire home/apt,14,22232550,$60.00 ,2025-01-17T13:07:52Z,2025-01-17T13:07:52Z
42332043,https://www.airbnb.com/rooms/42332043,Spacious bright room with Balcony,Private room,2,336568993,$35.00 ,2025-01-17T12:55:58Z,2025-01-17T12:55:58Z
11370956,https://www.airbnb.com/rooms/11370956,Nice room near airport — fireplace,Private room,2,1009656,$32.00 ,2025-01-17T12:47:22Z,2025-01-17T12:47:22Z
33566472,https://www.airbnb.com/rooms/33566472,Wunderschöne 2 Zimmerwohnung in Schloss nähe,Entire home/apt,2,252938718,$80.00 ,2025-01-17T12:39:01Z,2025-01-17T12:39:01Z
47976555,https://www.airbnb.com/rooms/47976555,Berlin City Apartment,Entire home/apt,4,1003245,$69.00 ,2025-01-17T12:38:10Z,2025-01-17T12:38:10Z
29416750,https://www.airbnb.com/rooms/29416750,Cosy 130msq family flat in Prenzlauerberg,Entire home/apt,10,12387913,$130.00 ,2025-01-17T12:08:46Z,2025-01-17T12:08:46Z
46958312,https://www.airbnb.com/rooms/46958312,Nearby Treptower Park - direct airport connection,Entire home/apt,3,275374141,$100.00 ,2025-01-17T12:01:15Z,2025-01-17T12:01:15Z
45342922,https://www.airbnb.com/rooms/45342922,A full 2 bedrooms apartment in heart of Neukölln.,Entire home/apt,4,122901718,$65.00 ,2025-01-17T11:52:47Z,2025-01-17T11:52:47Z
31122541,https://www.airbnb.com/rooms/31122541,Nair Schönefeld Berlin,Private room,10,219284770,$100.00 ,2025-01-17T11:43:47Z,2025-01-17T11:43:47Z
11145559,https://www.airbnb.com/rooms/11145559,Privat room in a sharing apartment,Private room,1,50259108,$25.00 ,2025-01-17T11:34:03Z,2025-01-17T11:34:03Z
48425687,https://www.airbnb.com/rooms/48425687,A lovely and comfy  2 room apartment,Entire home/apt,2,252025968,$70.00 ,2025-01-17T11:20:09Z,2025-01-17T11:20:09Z
48106097,https://www.airbnb.com/rooms/48106097,Super zentrale 2-Zimmer-Wohnung mit Balkon,Entire home/apt,2,3182096,$69.00 ,2025-01-17T11:17:50Z,2025-01-17T11:17:50Z
51479338,https://www.airbnb.com/rooms/51479338,1 private bedroom in sustainable green apartment,Private room,7,17036855,$59.00 ,2025-01-17T11:16:44Z,2025-01-17T11:16:44Z
16365920,https://www.airbnb.com/rooms/16365920,elegant-room-mitte,Private room,6,22658976,$35.00 ,2025-01-17T11:13:02Z,2025-01-17T11:13:02Z
20988793,https://www.airbnb.com/rooms/20988793,Comfortable Flat in Berlin Mitte,Entire home/apt,30,151072686,$60.00 ,2025-01-17T11:05:57Z,2025-01-17T11:05:57Z
50409394,https://www.airbnb.com/rooms/50409394,Spacious room & garden in Neukolln,Private room,2,121823771,$45.00 ,2025-01-17T10:48:16Z,2025-01-17T10:48:16Z
42629897,https://www.airbnb.com/rooms/42629897,Echter Berliner Altbau - ganze Wohnung,Entire home/apt,30,37070340,$64.00 ,2025-01-17T10:24:34Z,2025-01-17T10:24:34Z
11500564,https://www.airbnb.com/rooms/11500564,Private Room in shared flat,Private room,4,21158428,$23.00 ,2025-01-17T09:36:21Z,2025-01-17T09:36:21Z
7560826,https://www.airbnb.com/rooms/7560826,schöne Wohnung für eine Familie,Entire home/apt,1,39634813,$65.00 ,2025-01-17T09:28:27Z,2025-01-17T09:28:27Z
45444989,https://www.airbnb.com/rooms/45444989,On top of Berlin,Entire home/apt,1,154653929,$50.00 ,2025-01-17T09:05:17Z,2025-01-17T09:05:17Z
49972317,https://www.airbnb.com/rooms/49972317,Cozy and Calm room in Shared Flat,Private room,5,17204519,$11.00 ,2025-01-17T09:03:33Z,2025-01-17T09:03:33Z
9862133,https://www.airbnb.com/rooms/9862133,Cozy Apartment near the Weißensee,Entire home/apt,3,38271725,$100.00 ,2025-01-17T08:53:55Z,2025-01-17T08:53:55Z
9869385,https://www.airbnb.com/rooms/9869385,Schönes Altbauzimmer *hell*zentral*,Private room,2,50792170,$40.00 ,2025-01-17T08:39:44Z,2025-01-17T08:39:44Z
19922061,https://www.airbnb.com/rooms/19922061,"Cozy, Bright Room in Friendly Shared Flat!",Private room,5,114169868,$25.00 ,2025-01-17T08:19:37Z,2025-01-17T08:19:37Z
52698928,https://www.airbnb.com/rooms/52698928,cosy simple room in Berliner Flat in Kreuzberg,Private room,3,232067096,$42.00 ,2025-01-17T08:11:14Z,2025-01-17T08:11:14Z
47775006,https://www.airbnb.com/rooms/47775006,Ferienhaus für 6 Gäste mit 130m² in Berlin (145055),Entire home/apt,1,238030351,$183.00 ,2025-01-17T08:06:00Z,2025-01-17T08:06:00Z
